Mean,STD ,CoV,CF,Average,SS25,SS75,sum5Hz,maxFreq,LOA,Skew,Kurt,ZCR,cwtmean,cwtvar
1.0645,1.3905,1.1875,1.7866,1.4619,0.32493,10.454,2.0298,1,0.42102,0.24853,0.39569,1.063,0.045606,0.15358
1.0297,1.1179,1.5589,1.3926,1.2528,0.16784,6.3563,3.0676,0.875,0.39351,0.35367,0.455,0.89443,0.026006,0.13145
1.0214,1.1453,1.466,2.453,1.3058,0.35973,7.4022,2.7072,0.875,0.4027,0.22124,0.4278,0.9434,0.043289,0.13037
1.1051,1.1363,1.4218,2.3607,1.3282,0.36261,8.414,1.9808,1,0.45115,0.32951,0.51145,1.179,0.036139,0.109
0.6481,1.1386,0.8678,2.404,1.0603,0.15166,4.7213,2.1435,1,0.50242,0.1236,0.35284,1.0677,0.04724,0.11683
0.76879,1.2258,0.9118,1.1653,1.2377,0.43752,7.3524,2.0061,1,0.43853,0.27345,0.32585,1.245,0.041456,0.13866
1.1734,1.474,1.3923,1.0949,1.539,0.50994,8.5253,2.5658,1,0.42561,0.24206,0.40018,0.91652,0.019798,0.19263
0.84818,1.1008,1.1413,1.4302,1.2214,0.5532,7.104,2.1929,1,0.4056,0.12867,0.33669,1.118,0.018973,0.098829
1.0237,1.3708,1.2161,2.3994,1.4737,0.75499,8.6657,2.3978,1,0.5452,0.25503,0.43041,1.1916,0.032605,0.14988
1.0041,1.1125,1.4951,1.474,1.2613,0.26957,6.7496,2.1838,1,0.4088,0.070886,0.32567,0.83066,0.01778,0.11132
0.9208,1.1835,1.2875,1.2025,1.2211,0.25403,4.8969,3.1628,0.875,0.351,0.31485,0.43936,0.8124,0.045165,0.13946
0.89557,1.2328,1.1284,1.9862,1.257,0.23416,6.5734,2.4529,1,0.38084,0.25713,0.37292,1.118,0.024902,0.13426
0.80203,1.0047,1.2299,1.6867,1.1308,0.39139,5.9785,2.9341,0.875,0.30884,0.19606,0.3732,0.98489,0.017655,0.11352
1.1258,1.4497,1.4019,2.27,1.5862,0.38787,12.69,2.7099,0.875,0.37195,0.21698,0.34914,1.0247,0.030325,0.21013
1.1562,0.99863,1.6302,1.3559,1.3032,0.37642,8.9938,3.2404,0.875,0.59556,0.22768,0.33958,0.96437,0.021727,0.13974
1.2798,1.0261,1.8895,1.7547,1.4854,0.90616,11.5,2.5699,0.75,0.34043,0.19166,0.41422,0.91104,0.027547,0.099406
0.90074,1.274,1.0885,1.3429,1.2198,0.17458,3.9575,3.5833,0.625,0.35026,0.53942,0.59488,0.8124,0.011145,0.17044
1.1508,1.1079,1.6026,1.6353,1.3583,0.2933,9.5424,3.7587,0.625,0.12724,0.30064,0.39178,0.61644,0.030565,0.17042
0.77136,1.3899,0.76506,2.8448,1.435,0.70456,11.379,4.3134,0.625,0.49068,0.31956,0.38306,1.0392,0.016798,0.24611
0.50401,1.1971,0.86007,1.6664,1.1247,0.27066,5.8938,3.7675,0.5,0.24565,0.39145,0.41725,0.92736,0.047278,0.18598
1.0844,1.379,1.0828,3.2032,1.5239,0.89931,12.576,4.094,0.625,0.090503,0.81341,0.81308,0.76811,0.010659,0.1528
0.8963,1.1046,1.1836,1.8774,1.1593,0.23102,4.511,3.8601,0.5,0.083316,0.12695,0.34366,0.75498,0.02279,0.12601
0.66001,1.5967,0.65512,2.4871,1.2643,0.18366,4.3871,3.7945,0.625,0.44442,0.63071,0.67032,1.0247,0.03116,0.26245
1.1738,1.0033,1.6218,0.74965,1.3116,0.31262,8.235,3.1928,0.625,0.2514,0.088477,0.2709,1.0392,0.012235,0.13365
0.54045,1.3627,0.54911,3.0466,1.1605,0.19978,5.0719,4.2098,0.625,0.27404,0.34895,0.43185,0.75498,0.035848,0.24248
1.2885,1.1243,1.5668,2.0226,1.517,0.43379,12.082,3.4561,0.625,0.47508,0.34065,0.39775,0.96954,0.024127,0.12858
0.86784,1.4145,0.95595,3.1854,1.4254,0.53074,10.133,4.6091,0.625,0.34767,0.51056,0.54917,0.78102,0.018439,0.26645
0.41755,1.1757,0.62547,2.2843,1.0177,0.20002,4.0301,3.7399,0.5,0.16313,0.079083,0.44132,0.86603,0.036033,0.14063
1.4704,0.99104,2.4465,1.9187,1.6036,0.97336,12.487,2.4644,0.625,0.29301,0.26184,0.39227,0.8124,0.022026,0.10537
0.74285,1.2301,1.1949,2.9897,1.2221,0.95045,4.6004,3.4427,0.625,0.37387,0.4116,0.52389,0.74833,0.018616,0.21153
0.98195,1.4356,1.0399,0.82517,1.3402,0.18285,7.6565,4.0579,0.625,0.40837,0.80317,0.79765,0.93808,0.017704,0.22951
0.63706,1.6538,0.59655,2.8168,1.4601,0.44757,10.224,4.4056,0.75,0.47022,0.49812,0.53336,0.8775,0.031603,0.29769
0.66979,1.4071,0.64123,2.742,1.267,0.12536,8.3287,4.2205,0.5,0.14028,0.20211,0.47373,0.70711,0.02727,0.23459
1.2304,1.1873,1.6507,1.8414,1.5177,0.73342,11.779,2.7552,0.5,0.66451,0.16758,0.37737,0.98489,0.015433,0.1418
0.44693,1.2793,0.53747,1.9515,1.0783,0.21149,4.2698,4.1569,0.625,0.30865,0.30446,0.41756,0.83666,0.0083775,0.214
1.0055,1.7381,0.98584,1.8605,1.593,0.34704,8.8598,4.2443,0.625,0.089803,0.27103,0.44702,0.8124,0.045422,0.31254
0.59187,1.1994,0.69058,1.9803,1.0532,0.11325,4.0594,4.0884,0.625,0.22721,0.18346,0.37594,0.75498,0.032683,0.18839
0.8718,1.6582,0.8591,2.5184,1.5907,0.10144,13.657,5.4766,0.375,0.088752,0.36263,0.37971,0.67082,0.01116,0.36009
0.68709,1.2712,0.84665,2.2619,1.1565,0.13501,4.3148,3.3278,0.5,0.35921,0.46961,0.54099,0.70711,0.034634,0.17754
0.9236,1.4894,0.91905,1.6945,1.5261,0.74344,12.901,4.0787,0.625,0.15987,0.37216,0.45551,0.75498,0.049925,0.23524
0.84262,1.2662,0.89902,1.7101,1.2388,0.18624,5.2477,3.925,0.625,0.10319,0.38128,0.48837,0.70711,0.028342,0.17991
0.84676,1.3695,0.81802,2.6807,1.3699,0.23194,9.9305,4.5686,0.625,0.051394,0.19514,0.40428,0.78102,0.038381,0.23085
1.2256,1.1501,1.5476,1.8112,1.4173,0.46693,8.2217,3.0746,0.5,0.56509,0.22414,0.4252,0.8775,0.033507,0.14417
0.74802,1.4463,0.70548,3.0389,1.3554,0.31408,8.7214,4.71,0.625,0.11696,0.17871,0.44653,0.78102,0.025789,0.26471
0.75919,1.5979,0.80899,3.0785,1.4236,0.48877,8.4157,4.8453,0.5,0.32239,0.70193,0.70853,0.94868,0.054487,0.28685
0.97096,1.1769,1.1471,1.6295,1.3217,0.64056,8.2286,4.1545,0.625,0.6181,0.11871,0.35713,0.61644,0.035325,0.20495
1.0023,0.85572,1.5672,2.9157,1.1782,0.23771,6.8191,3.0653,0.875,0.29622,0.49353,0.56013,0.61644,0.028575,0.10719
1.079,1.2964,1.3128,2.6465,1.3676,0.21656,6.6881,3.6835,0.75,0.45667,0.61709,0.58592,1.01,0.060502,0.19245
1.0314,1.353,1.2066,3.0887,1.4317,0.45917,8.5161,3.391,0.75,0.30756,0.81446,0.77043,0.76811,0.043423,0.18606
0.89938,0.97037,1.3013,3.0071,1.1776,0.59656,6.6858,3.0625,0.75,0.37021,0.36446,0.48836,0.91104,0.045461,0.13256
1.1079,0.99479,1.4964,3.0172,1.2655,0.2,6.865,2.8016,0.875,0.39982,0.49182,0.53606,0.93808,0.016815,0.10707
0.80626,1.1799,1.0483,2.4452,1.2275,0.33493,7.4326,2.5368,0.875,0.50946,0.41944,0.41253,1.1358,0.015707,0.14346
1.036,0.96595,1.3176,3.0933,1.2103,0.21467,6.5276,3.2415,0.75,0.41339,0.53575,0.60327,1.005,0.024513,0.11532
0.96427,0.99938,1.3618,1.8598,1.2451,0.42912,7.9085,2.8507,1,0.37385,0.65894,0.68771,1.0198,0.014399,0.11954
0.71127,1.1221,0.94371,2.5289,1.0873,0.2736,4.3562,2.4922,1,0.70882,0.16436,0.37884,1.3038,0.011268,0.13375
1.003,1.0421,1.4565,2.3494,1.2822,0.28882,9.819,2.794,0.75,0.38414,0.39676,0.42783,1.005,0.02579,0.095086
1.3205,1.103,2.4431,2.2371,1.5556,1.1823,10.994,2.0074,0.5,0.14513,0.26845,0.45224,0.70711,0.016913,0.13579
0.82969,0.87745,1.2496,2.2849,1.0414,0.30662,5.7701,1.6439,1,0.78213,0.17397,0.31514,1.4071,0.031199,0.06894
0.87063,1.0265,1.3322,2.1469,1.1987,0.38413,7.0675,3.044,0.875,0.52916,0.27668,0.40183,1.0677,0.014382,0.12872
0.9469,1.3389,1.0701,2.5177,1.345,0.10355,8.0633,2.7112,1,0.36403,0.76862,0.79049,0.9798,0.032541,0.16356
0.75435,1.1184,1.1451,2.801,1.1269,0.32354,5.2522,2.5178,0.875,0.41311,0.75751,0.72554,0.8775,0.017975,0.12333
1.0995,1.0196,1.4997,2.719,1.2933,0.23717,9.4867,3.429,0.75,0.38445,0.47004,0.51465,0.83066,0.023428,0.14674
1.1735,1.2565,1.6034,2.336,1.3997,0.36173,6.4463,2.924,0.875,0.27312,0.55203,0.56657,0.9434,0.033289,0.11571
0.87868,1.0305,1.6595,1.7811,1.1357,0.065984,5.6032,3.1173,0.875,0.58628,0.30973,0.32298,1.0344,0.016076,0.13971
1.0134,1.2898,1.4547,2.0044,1.3915,0.29824,8.945,2.6611,0.875,0.53657,0.37067,0.37004,1.1045,0.0090314,0.17205
0.9599,1.0835,1.4,2.6001,1.2404,0.26874,7.705,2.7443,0.875,0.3788,0.20631,0.38495,1.077,0.015322,0.1309
0.74201,1.177,0.81581,2.7745,1.1863,0.27693,6.6199,3.9667,0.75,0.65795,0.34621,0.37956,1.0488,0.03541,0.20215
1.2723,1.308,1.672,2.5467,1.4985,0.26501,9.0323,2.2354,1,0.39375,0.41675,0.4504,0.91652,0.015283,0.13956
0.96827,1.2293,1.1983,2.9522,1.1804,0.02,5.9318,2.251,1,0.44161,0.71361,0.74903,1.1705,0.019595,0.13786
1.0254,1.2013,1.3065,2.7917,1.3016,0.31941,6.3865,3.5792,0.875,0.41294,0.337,0.52688,0.83066,0.019623,0.16168
0.87056,0.94275,1.4892,1.8985,1.0872,0.19848,6.2875,2.0064,1,0.39882,0.39057,0.40935,1.077,0.0060251,0.083865
1.0056,1.1712,1.2802,2.5021,1.2609,0.34048,5.065,2.9155,1,0.467,0.31721,0.47878,1.0344,0.038671,0.13508
0.94916,1.1844,1.1721,3.33,1.2128,0.19947,5.6252,2.7136,1,0.38745,0.51667,0.57865,1.063,0.052244,0.14318
1.0587,0.88778,1.5453,2.9308,1.1522,0.067808,6.4441,3.3048,0.75,0.42933,0.17171,0.3362,1.0488,0.016349,0.12525
0.94646,1.1374,1.4499,2.2983,1.2286,0.05016,7.2445,2.7789,0.75,0.45049,0.51137,0.46063,1.005,0.03379,0.14777
0.90966,0.58809,2.3042,2.0473,0.99588,0.38378,5.3689,1.8507,0.75,0.36352,0.20108,0.35788,0.75498,0.0036621,0.045864
1.03,0.86337,1.5151,3.214,1.1889,0.53698,6.0712,2.6898,0.625,0.5421,0.46224,0.57054,1.1,0.01993,0.095074
0.72291,0.76545,1.2498,2.0587,0.88579,0.22154,2.6588,1.989,0.75,0.49629,0.2477,0.3361,1.0488,0.010361,0.072254
1.025,1.0532,1.3949,2.5717,1.261,0.46926,6.3032,3.3997,0.75,0.34468,0.23648,0.40967,0.9434,0.029779,0.1435
0.83728,1.1222,1.19,2.0708,1.145,0.21672,5.6576,3.0785,0.75,0.55753,0.13897,0.30358,1.005,0.041729,0.16442
1.1097,1.1274,1.5388,2.8989,1.3035,0.21616,6.5997,3.2624,0.75,0.38142,0.54471,0.59764,0.9,0.028116,0.15576
1.0614,1.1295,1.519,2.757,1.2692,0.23706,6.7958,3.4999,0.75,0.33759,0.49512,0.50086,0.98489,0.021734,0.15861
1.0168,0.89847,1.6747,2.1153,1.2002,0.3633,6.4298,2.6383,0.75,0.55397,0.16115,0.40784,0.9434,0.031574,0.10477
0.82254,1.082,1.203,2.5474,1.2009,0.47096,6.7425,3.0807,0.625,0.6009,0.15818,0.34749,1.1,0.024186,0.15617
1.2108,0.91954,1.8942,2.2816,1.2964,0.42648,6.5697,2.4122,0.625,0.32322,0.47168,0.54674,0.82462,0.012159,0.10284
1.2925,1.0425,1.8374,2.9167,1.3968,0.28824,7.7228,2.4562,0.75,0.37937,0.47455,0.55976,0.78102,0.01965,0.12867
1.1045,1.2885,1.5696,2.2158,1.4312,0.62787,7.3919,3.5044,0.625,0.65027,0.28419,0.40386,0.87178,0.0046213,0.21409
0.72053,0.9394,1.0858,2.2386,1.0187,0.41299,4.1067,2.5656,0.625,0.33151,0.16356,0.33015,0.92736,0.0048843,0.089881
1.0758,1.0591,1.4928,2.4509,1.2738,0.079312,8.5326,2.7455,0.5,0.15369,0.16826,0.319,0.73485,0.033177,0.13382
0.76992,0.87661,1.4347,2.1045,1.0345,0.53578,5.0126,3.1053,0.625,0.24713,0.38614,0.43014,0.64031,0.014193,0.08173
1.0505,0.99858,1.7019,2.7564,1.2247,0.20866,7.5542,3.2827,0.625,0.56673,0.50933,0.5262,0.87178,0.0035611,0.14337
1.0312,1.0918,1.1929,1.9782,1.3198,0.75413,8.4785,3.1962,0.625,0.32546,0.23127,0.31628,1.0392,0.0049384,0.16315
1.1093,1.2977,1.4807,2.3633,1.4076,0.37184,9.6423,3.4213,0.625,0.28485,0.33253,0.42956,0.78102,0.019383,0.17457
1.0079,0.73821,1.8573,2.4419,1.1012,0.4188,4.9761,2.1808,0.625,0.38104,0.33421,0.44001,0.78102,0.0077081,0.072446
1.1997,0.8239,1.8734,2.2891,1.27,0.46478,7.126,2.478,0.625,0.35641,0.55732,0.62827,0.7,0.0078842,0.094689
1.1545,1.0182,1.7352,2.5383,1.306,0.89422,5.8167,2.5385,0.75,0.40247,0.48885,0.49495,0.9,0.015095,0.12818
1.2425,1.1322,1.7763,2.0075,1.5081,0.59894,12.179,3.0777,0.75,0.47213,0.33811,0.34677,0.9,0.034591,0.18419
1.1609,0.97523,1.8755,2.0641,1.3121,0.30901,9.1765,2.8149,0.625,0.34052,0.10804,0.32057,0.78102,0.008845,0.12785
0.93672,1.0164,1.3815,2.633,1.1268,0.098992,5.7505,2.9051,0.625,0.54075,0.32816,0.37746,0.87178,0.0065998,0.13615
1.087,1.0711,1.4727,2.5137,1.3441,0.67218,8.2208,3.108,0.625,0.38112,0.23982,0.36989,0.8775,0.022108,0.14246
0.74984,0.91492,1.1999,2.0476,0.99416,0.3407,4.4968,2.4799,0.625,0.4299,0.13917,0.26706,0.92736,0.014421,0.10308
1.0632,1.0872,1.41,2.6532,1.2722,0.22123,7.5759,3.2995,0.625,0.25691,0.39874,0.43143,0.70711,0.026048,0.16298
1.1487,1.158,1.4233,2.8522,1.4146,0.67784,9.2492,3.2471,0.625,0.43419,0.37636,0.4779,0.8775,0.0068457,0.17438
1.123,0.90349,1.8631,1.9269,1.252,0.34195,6.448,2.5759,0.625,0.58519,0.29195,0.29542,0.87178,0.0082426,0.11587
1.1776,1.2866,1.8125,1.9637,1.3688,0.20843,5.1021,3.138,0.625,0.33453,0.18767,0.29833,0.67823,0.013188,0.21096
0.93683,0.88199,1.6081,1.706,1.121,0.36059,5.3587,2.727,0.375,0.36919,0.169,0.30416,0.70711,0.014489,0.08537
0.87958,1.1797,1.124,2.8628,1.2341,0.70091,5.2787,3.3173,0.75,0.38278,0.4985,0.57027,0.92736,0.032939,0.17076
1.2872,1.1341,1.6092,2.3223,1.4294,0.2113,10.131,3.0284,0.875,0.41774,0.66871,0.64317,1.077,0.0094536,0.15527
0.88011,0.97873,1.0954,2.18,1.1042,0.26634,4.8572,2.4194,0.875,0.37539,0.060178,0.36615,1.077,0.0075014,0.10889
0.92538,1.0199,1.0605,1.7239,1.0981,0.096448,6.8631,1.8675,1,0.44352,0.36767,0.40731,1.1446,0.033165,0.10857
1.1154,0.86579,1.6362,3.0995,1.2774,0.4753,8.6431,2.0972,1,0.44719,0.47231,0.56494,1.077,0.011783,0.078852
0.84154,1.1103,0.85082,2.27,1.1196,0.14979,4.9805,2.4418,1,0.47663,0.1614,0.37304,1.0296,0.049232,0.15132
0.92434,1.158,1.062,1.693,1.2339,0.27083,8.1355,2.3465,1,0.47976,0.45845,0.54329,1.179,0.03667,0.14385
0.87428,1.1426,0.86588,2.0475,1.2349,0.54155,7.3437,2.2068,1,0.68145,0.12873,0.32634,1.2083,0.035895,0.13824
0.95499,1.0242,1.0288,2.7352,1.1213,0.072736,6.2014,2.1545,1,0.49921,0.13065,0.40902,1.1446,0.032319,0.11287
0.70277,1.3376,0.6161,2.085,1.2732,0.17288,6.8861,2.2142,1,0.68066,0.19827,0.35793,1.3675,0.036316,0.17189
0.80791,1.2156,0.73264,2.3618,1.2438,0.4897,7.428,2.1076,1,0.65794,0.1166,0.27125,1.3077,0.029008,0.14996
0.89621,1.0392,1.1943,1.5521,1.2066,0.52917,7.1324,3.1054,0.875,0.55873,0.246,0.35346,1.1091,0.024202,0.12314
1.004,1.0605,1.1824,2.1805,1.309,0.90902,7.2922,3.6545,0.875,0.49473,0.54112,0.48409,0.8124,0.020215,0.13381
0.90517,1.1415,0.94159,2.7166,1.2461,0.1375,7.8827,3.7104,0.75,0.60739,0.32398,0.58217,1.0677,0.03735,0.16581
1.1238,1.0132,1.2659,2.5171,1.3409,0.56565,8.8464,2.7348,1,0.40529,0.2841,0.48361,0.91652,0.0073197,0.10662
0.74637,1.0543,1.0125,1.3456,1.0791,0.21834,4.9402,2.1347,1,0.67382,0.28303,0.42211,1.077,0.02171,0.11081
1.0699,1.2386,1.1091,2.8165,1.3503,0.12947,10.611,3.8276,0.75,0.37271,0.34806,0.52448,1.005,0.030093,0.18537
1.2013,0.90371,1.9012,2.0526,1.3119,0.19174,9.1922,2.2167,0.875,0.55502,0.39333,0.44082,1.1358,0.011714,0.08943
0.84198,1.1959,0.94377,2.2505,1.2458,0.25432,7.5618,3.5995,0.875,0.54044,0.29005,0.39605,0.9798,0.023878,0.17596
0.99496,1.0704,1.072,2.0581,1.2664,0.41018,7.9336,2.3073,1,0.42919,0.17614,0.31417,1.077,0.018467,0.12251
1.1811,0.97289,2.2256,2.1908,1.3401,0.86755,8.7771,2.1003,0.5,0.55876,0.52486,0.58576,1.01,0.02925,0.089465
0.81167,1.0849,0.91307,2.7487,1.1185,0.24069,5.5592,2.3998,1,0.40243,0.16634,0.33287,1.1446,0.03291,0.12089
1.2834,0.87751,1.9448,2.4481,1.3955,0.29125,10.386,2.4712,0.875,0.46637,0.59391,0.64656,1.118,0.021674,0.090063
1.0789,0.79257,1.8905,0.68526,1.222,0.36234,8.1159,2.6596,0.625,0.46808,0.24969,0.3833,0.73485,0.025606,0.076669
1.1125,1.1144,1.4266,1.9852,1.363,0.62715,7.4583,2.8014,0.875,0.73607,0.41579,0.51017,1.005,0.018131,0.12975
0.84502,1.1255,0.8358,2.3609,1.1915,0.34802,6.6166,3.3942,0.875,0.58923,0.08319,0.29927,1.077,0.012149,0.19154
1.1785,1.0977,1.7918,1.9236,1.4364,0.83213,9.5868,2.6053,0.75,0.56174,0.28596,0.40958,0.99499,0.031584,0.11826
1.1083,0.83782,1.547,2.0341,1.2061,0.19491,8.2614,2.1627,1,0.3784,0.22443,0.26898,1.0247,0.011448,0.070386
0.7575,1.1912,0.9069,2.0142,1.219,0.2464,8.0074,3.4139,0.875,0.47998,0.12047,0.34586,1.118,0.01224,0.16156
1.168,1.0088,1.3286,2.0776,1.3208,0.15778,9.6166,3.1808,0.875,0.43817,0.52937,0.54892,1.1662,0.010674,0.14216
